title,availability,price,category,shop,weight
Модульный шкаф HARD 2000-033012,1,121 040 руб.,Металлические шкафы,Железная мебель,['122']
Шкаф с ячейками для мобильных телефонов ЯТ-3,1,38 660 руб.,Металлические шкафы,Железная мебель,['39']
Шкаф для раздевалки ШАМ - 11.Р,1,15 030 руб.,Металлические шкафы,Железная мебель,['40']
Шкаф ШХА/2-900(50),1,10 980 руб.,Металлические шкафы,Железная мебель,['27']
Картотечный шкаф ПРАКТИК А0-05/3 (низ),1,64 060 руб.,Металлические шкафы,Железная мебель,['110']
Шкаф сушильный RANGER 5,1,134 270 руб.,Металлические шкафы,Железная мебель,['117.4']
Ключница КЛ-1188 (без брелков),1,43 370 руб.,Металлические шкафы,Железная мебель,['74']
Сейф бухгалтерский ШБ-5А,1,27 360 руб.,Металлические шкафы,Железная мебель,['57']
Шкаф инструментальный TC 1995-023020,1,39 130 руб.,Металлические шкафы,Железная мебель,['82.14']
Шкаф бухгалтерский Aiko SL-150Т,1,11 850 руб.,Металлические шкафы,Железная мебель,['32.5']
Модульный шкаф HARD 2000-009011 ЧПУ,1,122 850 руб.,Металлические шкафы,Железная мебель,['130']
Модульный шкаф HARD 1000-021010,1,68 390 руб.,Металлические шкафы,Железная мебель,['106']
Модульный шкаф HARD 1000-021000,1,62 280 руб.,Металлические шкафы,Железная мебель,['85']
Шкаф для раздевалок WL 12-40 EL голубой/белый,1,13 380 руб.,Металлические шкафы,Железная мебель,['42.46']
Шкаф КБ-032ТН/КБС-032ТН,1,15 940 руб.,Металлические шкафы,Железная мебель,['38']
Шкаф для одежды ШМ-33(400),1,24 740 руб.,Металлические шкафы,Железная мебель,['52.3']
Сейф бухгалтерский МБ-19,1,19 900 руб.,Металлические шкафы,Железная мебель,['51']
Шкаф ПРАКТИК AM 2091,1,18 090 руб.,Металлические шкафы,Железная мебель,['49.2']
Шкаф с пластиковыми ящиками С2-90Д,1,79 470 руб.,Металлические шкафы,Железная мебель,[]
Ключница KEY-600 (с брелками),1,29 520 руб.,Металлические шкафы,Железная мебель,['27']
Ключница КЛ-80 б (с брелками),1,3 980 руб.,Металлические шкафы,Железная мебель,['5']
Шкаф для одежды ШРС-11-400,1,8 320 руб.,Металлические шкафы,Железная мебель,['19.5']
Шкаф NL/400,1,26 460 руб.,Металлические шкафы,Железная мебель,['55']
Модуль для сушки обуви Союз-20Н (комплект с подставкой),1,212 670 руб.,Металлические шкафы,Железная мебель,['63']
Антресоль инструментальная TNC 101.6B.2S,1,70 680 руб.,Металлические шкафы,Железная мебель,[]
Ключница КЛ-50С б со стеклянной дверкой (с брелками),1,4 330 руб.,Металлические шкафы,Железная мебель,['5']
Шкаф КБ-05/КБС-05,1,17 780 руб.,Металлические шкафы,Железная мебель,['53']
Ключница K-250 (с брелками),1,15 820 руб.,Металлические шкафы,Железная мебель,['8']
Шкаф архивный ШХА-850(40),1,15 100 руб.,Металлические шкафы,Железная мебель,['40']
Шкаф для паркинга 2300х2150х600 (односекционный),1,124 840 руб.,Металлические шкафы,Железная мебель,[]
"Ключница КЛ-50П п (с пеналами, без брелков)",1,8 530 руб.,Металлические шкафы,Железная мебель,['8']
Ключница КЛ-1034 (без брелков),1,108 880 руб.,Металлические шкафы,Железная мебель,['202']
Шкаф для раздевалки ШРМ-М (промежуточная секция),1,4 790 руб.,Металлические шкафы,Железная мебель,['16']
Сейф бухгалтерский ШБ-1,1,14 300 руб.,Металлические шкафы,Железная мебель,['31']
Шкаф для паркинга 2000х2150х900 (односекционный),1,126 450 руб.,Металлические шкафы,Железная мебель,[]
Ключница KEY-100 (с брелками),1,4 360 руб.,Металлические шкафы,Железная мебель,['5.6']
Шкаф для одежды ШРЭК-21-530,1,9 890 руб.,Металлические шкафы,Железная мебель,['27']
Шкаф для одежды ШР-11 L300,1,7 860 руб.,Металлические шкафы,Железная мебель,['18']
Шкаф инструментальный ВЛ-051-02,1,41 170 руб.,Металлические шкафы,Железная мебель,['45.5']
Шкаф инструментальный TC-1995-042020,1,38 170 руб.,Металлические шкафы,Железная мебель,['81.36']
Ключница KEY-200 (с брелками),1,9 990 руб.,Металлические шкафы,Железная мебель,['9.4']
Шкаф КБ-042ТН/КБС-042ТН,1,12 490 руб.,Металлические шкафы,Железная мебель,['24']
Ключница КЛ-1,1,1 380 руб.,Металлические шкафы,Железная мебель,['1']
Шкаф медицинский HILFE МД 1 1760/SS,1,15 340 руб.,Металлические шкафы,Железная мебель,['32.3']
Шкаф для одежды ШРС-11-400 ДС,1,6 450 руб.,Металлические шкафы,Железная мебель,['19.5']
Ключница КЛ-200Э (без брелков),1,13 500 руб.,Металлические шкафы,Железная мебель,['21']
Шкаф для уборочного инвентаря МСК-649.02 (ШМм-МСК-649.02),1,26 600 руб.,Металлические шкафы,Железная мебель,['62']
Шкаф А-8/400,1,17 990 руб.,Металлические шкафы,Железная мебель,['38.5']
Картотечный шкаф ПРАКТИК A1-05/3 (низ),1,41 040 руб.,Металлические шкафы,Железная мебель,['64']
Шкаф инструментальный ИП-1-0.5,1,12 690 руб.,Металлические шкафы,Железная мебель,['27']
Сейф бухгалтерский ШБ-8,1,30 710 руб.,Металлические шкафы,Железная мебель,['71']
Абонентский шкаф АС-1010,1,35 680 руб.,Металлические шкафы,Железная мебель,['41']
Ключница КЛ-20П (без пеналов и брелков),1,3 270 руб.,Металлические шкафы,Железная мебель,['5']
Шкаф для паркинга 2300х950х600 (односекционный),1,72 270 руб.,Металлические шкафы,Железная мебель,[]
Шкаф для паркинга 2000х4000х600 (двухсекционный),1,197 780 руб.,Металлические шкафы,Железная мебель,[]
Шкаф для одежды ШМ-22(600) П,1,14 770 руб.,Металлические шкафы,Железная мебель,['34']
Шкаф КБ-033/КБС-033,1,18 800 руб.,Металлические шкафы,Железная мебель,['48']
Шкаф для одежды ШМ-11(400),1,9 670 руб.,Металлические шкафы,Железная мебель,['20']
Шкаф А-6,1,16 740 руб.,Металлические шкафы,Железная мебель,['36']
Шкаф А-8,1,19 020 руб.,Металлические шкафы,Железная мебель,['42.6']
Сейф бухгалтерский МБ-40,1,26 620 руб.,Металлические шкафы,Железная мебель,['66']
Сейф бухгалтерский ШБ-3А,1,21 640 руб.,Металлические шкафы,Железная мебель,['54']
Картотечный шкаф ПРАКТИК А0-05/1 (верх),1,64 060 руб.,Металлические шкафы,Железная мебель,['118']
Шкаф для сумок ПРАКТИК LS-24,1,13 860 руб.,Металлические шкафы,Железная мебель,['32.7']
Шкаф для одежды ШМ-21П,1,14 400 руб.,Металлические шкафы,Железная мебель,['33.5']
Шкаф для паркинга 2000х2500х1200 (двухсекционный),1,170 670 руб.,Металлические шкафы,Железная мебель,[]
Шкаф универсальный ШМУ 22-530,1,13 270 руб.,Металлические шкафы,Железная мебель,['28']
Шкаф ПРАКТИК СВ-21,1,10 520 руб.,Металлические шкафы,Железная мебель,['28']
Антресоль инструментальная TNC 100.B2.S2,1,49 010 руб.,Металлические шкафы,Железная мебель,[]
Шкаф для раздевалок WL 13-30 голубой/белый,1,8 590 руб.,Металлические шкафы,Железная мебель,['30.85']
Шкаф картотечный FB-9,1,47 060 руб.,Металлические шкафы,Железная мебель,['70']
Шкаф бухгалтерский Aiko SL 32T,1,4 870 руб.,Металлические шкафы,Железная мебель,['11']
Картотечный шкаф ПРАКТИК AFC-07C,1,35 110 руб.,Металлические шкафы,Железная мебель,['71']
Шкаф картотечный FB 8 формат А4,1,68 090 руб.,Металлические шкафы,Железная мебель,['100']
"Шкаф ШМА-0,5(1345)",1,8 930 руб.,Металлические шкафы,Железная мебель,['19.9']
Модуль для сушки обуви Союз-20 (ШСО-20) (комплект с подставкой),1,129 120 руб.,Металлические шкафы,Железная мебель,['58.2']
Сейф бухгалтерский ШБ-3,1,23 230 руб.,Металлические шкафы,Железная мебель,['60']
Сейф бухгалтерский ШБ-4А,1,25 320 руб.,Металлические шкафы,Железная мебель,['57']
Шкаф для одежды ШМ-11,1,8 290 руб.,Металлические шкафы,Железная мебель,['18.2']
Шкаф сушильный RANGER 8 Б,1,149 200 руб.,Металлические шкафы,Железная мебель,['135.8']
Шкаф бухгалтерский Aiko SL-65T EL,1,7 580 руб.,Металлические шкафы,Железная мебель,['17.5']
Шкаф сушильный Универсал-2000,1,60 750 руб.,Металлические шкафы,Железная мебель,['64.5']
Ключница КЛ-80 (без брелков),1,3 480 руб.,Металлические шкафы,Железная мебель,['5']
Шкаф архивный ШХА-850(50),1,16 720 руб.,Металлические шкафы,Железная мебель,['45']
Шкаф архивный ШАМ 11/400,1,13 940 руб.,Металлические шкафы,Железная мебель,['42']
Шкаф архивный ШАМ - 12/680,1,5 590 руб.,Металлические шкафы,Железная мебель,['14']
Шкаф инструментальный TC-1995,1,20 620 руб.,Металлические шкафы,Железная мебель,['54']
Шкаф для паркинга 2000х2500х600 (двухсекционный),1,139 460 руб.,Металлические шкафы,Железная мебель,[]
Шкаф для паркинга 2300х2500х1200 (двухсекционный),1,187 120 руб.,Металлические шкафы,Железная мебель,[]
Сейф бухгалтерский МБ-19К,1,21 370 руб.,Металлические шкафы,Железная мебель,['54']
Шкаф бухгалтерский Aiko SL-87T EL,1,8 920 руб.,Металлические шкафы,Железная мебель,['21.5']
Шкаф WORK ST 6,1,58 050 руб.,Металлические шкафы,Железная мебель,['121']
Шкаф для раздевалки ШРМ-312,1,24 810 руб.,Металлические шкафы,Железная мебель,['43']
Сейф бухгалтерский МБ-21,1,23 430 руб.,Металлические шкафы,Железная мебель,['50']
Сейф бухгалтерский ШБ-К,1,9 560 руб.,Металлические шкафы,Железная мебель,['21']
Антресоль инструментальная TNC 101.4B.4S,1,60 160 руб.,Металлические шкафы,Железная мебель,[]
Шкаф для раздевалок WL 13-40 голубой/белый,1,10 740 руб.,Металлические шкафы,Железная мебель,['40.41']
Сейф бухгалтерский МБ-50,1,30 220 руб.,Металлические шкафы,Железная мебель,['70']
Картотечный шкаф ПРАКТИК AFC-07,1,34 880 руб.,Металлические шкафы,Железная мебель,['71']
Ключница SKE-50 (50 ключей) с брелками,1,10 510 руб.,Металлические шкафы,Железная мебель,['6']
Шкаф для раздевалки ШРМ-22-М/800,1,12 610 руб.,Металлические шкафы,Железная мебель,['43']
Картотечный шкаф КР-4,1,22 640 руб.,Металлические шкафы,Железная мебель,['53']
Сейф бухгалтерский МБ-100,1,63 820 руб.,Металлические шкафы,Железная мебель,['153']
Сейф бухгалтерский ШБ-1А,1,12 580 руб.,Металлические шкафы,Железная мебель,['27']
Огнестойкая картотека Valberg FC 4Е-KK,1,101 140 руб.,Металлические шкафы,Железная мебель,['210']
Шкаф инструментальный ВЛ-052-02,1,62 210 руб.,Металлические шкафы,Железная мебель,['66.5']
Шкаф для одежды ШРС-11-300 ДС,1,5 590 руб.,Металлические шкафы,Железная мебель,['14']
Шкаф бухгалтерский Aiko SL-125T EL,1,10 440 руб.,Металлические шкафы,Железная мебель,['28']
Ключница КЛ-30С со стеклянной дверкой (без брелков),1,2 930 руб.,Металлические шкафы,Железная мебель,['3']
Шкаф для паркинга 1700х2150х900 (односекционный),1,111 580 руб.,Металлические шкафы,Железная мебель,[]
Шкаф инструментальный ВЛ-052-04,1,68 870 руб.,Металлические шкафы,Железная мебель,['78.5']
Ключница КЛ-30П (без пеналов и брелков),1,4 190 руб.,Металлические шкафы,Железная мебель,['6']
Шкаф архивный ШАМ - 11/920,1,15 390 руб.,Металлические шкафы,Железная мебель,['42']
Шкаф для раздевалки ШРМ-22У,1,10 700 руб.,Металлические шкафы,Железная мебель,['38']
Модульный шкаф HARD 1000-000000,1,53 610 руб.,Металлические шкафы,Железная мебель,['64.3']
Шкаф ПРАКТИК ML 11-50,1,11 400 руб.,Металлические шкафы,Железная мебель,['22.2']
Шкаф для палат MF LH-2 1880 белый,1,10 840 руб.,Металлические шкафы,Железная мебель,['67']
Модульный шкаф HARD 2000-033013,1,130 090 руб.,Металлические шкафы,Железная мебель,['125']
Шкаф ПРАКТИК СВ-14,1,14 110 руб.,Металлические шкафы,Железная мебель,['46']
Шкаф для одежды ОД-421,1,25 880 руб.,Металлические шкафы,Железная мебель,['43']
Сейф бухгалтерский МБ-60,1,33 070 руб.,Металлические шкафы,Железная мебель,['73']
Шкаф бухгалтерский Aiko SL-125/2T EL,1,12 390 руб.,Металлические шкафы,Железная мебель,['30.8']
Картотечный шкаф ШК5-Д2,1,42 060 руб.,Металлические шкафы,Железная мебель,[]
Шкаф для раздевалки ШРМ-440,1,38 540 руб.,Металлические шкафы,Железная мебель,['58']
Шкаф для раздевалки ШРМ-340,1,29 890 руб.,Металлические шкафы,Железная мебель,['45']
Шкаф для газовых баллонов газовый ШГР 50-2,1,7 700 руб.,Металлические шкафы,Железная мебель,['19']
Картотечный шкаф МСК-831.04 (4 ящика),1,37 390 руб.,Металлические шкафы,Железная мебель,['57']
Сейф бухгалтерский МБ-71,1,48 550 руб.,Металлические шкафы,Железная мебель,['112']
Сейф бухгалтерский ШБ-1КВ,1,15 640 руб.,Металлические шкафы,Железная мебель,['32']
Шкаф инструментальный TC-1995-003040,1,46 740 руб.,Металлические шкафы,Железная мебель,['89.15']
Шкаф для раздевалки CL-1S,1,9 520 руб.,Металлические шкафы,Железная мебель,['22']
Шкаф для одежды ШР 22-600 сварной,1,12 600 руб.,Металлические шкафы,Железная мебель,[]
Шкаф для одежды ШР-22 L600 ВСК,1,19 580 руб.,Металлические шкафы,Железная мебель,['34']
Сейф бухгалтерский ШБ-2А,1,17 160 руб.,Металлические шкафы,Железная мебель,['42']
Ключница K-200 (с брелками),1,14 760 руб.,Металлические шкафы,Железная мебель,['8']
Шкаф архивный ШАМ - 11.К,1,21 780 руб.,Металлические шкафы,Железная мебель,['51']
Шкаф бухгалтерский Aiko SL-150T EL,1,12 960 руб.,Металлические шкафы,Железная мебель,['32.5']
Картотечный шкаф КР-7,1,27 960 руб.,Металлические шкафы,Железная мебель,['65']
Модульный шкаф HARD 1000-021011,1,83 240 руб.,Металлические шкафы,Железная мебель,['123']
Сейф бухгалтерский МБ-10Г,1,7 190 руб.,Металлические шкафы,Железная мебель,['14']
Шкаф для одежды ШМ-22(800)П,1,17 630 руб.,Металлические шкафы,Железная мебель,['40']
Ключница К-40 (без брелков),1,2 350 руб.,Металлические шкафы,Железная мебель,[]
Ключница КЛ-100 б (с брелками),1,4 630 руб.,Металлические шкафы,Железная мебель,['6']
Картотечный шкаф КР-2,1,13 420 руб.,Металлические шкафы,Железная мебель,['30']
Ключница KEY-300 (с брелками),1,14 720 руб.,Металлические шкафы,Железная мебель,['13.5']
Шкаф для раздевалки ШРМ-11/400,1,7 250 руб.,Металлические шкафы,Железная мебель,['24']
Шкаф для одежды ШР-22 L800,1,15 130 руб.,Металлические шкафы,Железная мебель,['42']
Шкаф медицинский МСК-5647.12 (ШМ-02) нерж.сталь,1,111 610 руб.,Металлические шкафы,Железная мебель,['48']
Шкаф КД-155,1,27 590 руб.,Металлические шкафы,Железная мебель,['51']
Абонентский шкаф на 60 ячеек,1,101 460 руб.,Металлические шкафы,Железная мебель,[]
Шкаф для одежды ОД-421-О,1,24 070 руб.,Металлические шкафы,Железная мебель,['42']
Сейф бухгалтерский МБ-70,1,42 820 руб.,Металлические шкафы,Железная мебель,['94']
Шкаф бухгалтерский Aiko SL-150/2T,1,13 220 руб.,Металлические шкафы,Железная мебель,['35.7']
Шкаф картотечный FB-4,1,30 110 руб.,Металлические шкафы,Железная мебель,['50']
Шкаф для раздевалки ШРМ-240,1,21 250 руб.,Металлические шкафы,Железная мебель,['31']
Шкаф инструментальный ВЛ-052-09,1,47 510 руб.,Металлические шкафы,Железная мебель,['55.5']
Шкаф для раздевалок ПРАКТИК усиленный ML 11-40 базовый модуль (LS-01-40),1,7 440 руб.,Металлические шкафы,Железная мебель,['20']
Шкаф для сумок ШР-14 L400,1,14 170 руб.,Металлические шкафы,Железная мебель,['21']
Шкаф инструментальный ВЛ-052-03,1,57 580 руб.,Металлические шкафы,Железная мебель,['69.5']
Ключница К-20 (с брелками),1,1 930 руб.,Металлические шкафы,Железная мебель,[]
Шкаф бухгалтерский Aiko SL-150/3T,1,14 810 руб.,Металлические шкафы,Железная мебель,['36.8']
Картотечный шкаф КД-536,1,62 960 руб.,Металлические шкафы,Железная мебель,['99.4']
Шкаф картотечный FB-6,1,37 050 руб.,Металлические шкафы,Железная мебель,['61']
"Ключница КЛ-20П п (с пеналами, без брелков)",1,4 230 руб.,Металлические шкафы,Железная мебель,['5']
Шкаф медицинский М1 175.60.40 М,1,16 210 руб.,Металлические шкафы,Железная мебель,['31']
Шкаф для обуви 5,1,16 230 руб.,Металлические шкафы,Железная мебель,[]
Шкаф мебельный ШМ-4,1,5 250 руб.,Металлические шкафы,Железная мебель,['7.5']
Картотечный шкаф ПРАКТИК AFC-09C,1,43 420 руб.,Металлические шкафы,Железная мебель,['75']
Шкаф для белья,1,28 330 руб.,Металлические шкафы,Железная мебель,[]
Сейф бухгалтерский ШБ-5,1,29 300 руб.,Металлические шкафы,Железная мебель,['62']
Ключница K-150 (с брелками),1,9 170 руб.,Металлические шкафы,Железная мебель,['7.4']
Шкаф архивный ШАМ - 0.5/400,1,9 100 руб.,Металлические шкафы,Железная мебель,['22']
Сейф бухгалтерский МБ-100А,1,60 790 руб.,Металлические шкафы,Железная мебель,['147']
Шкаф инструментальный ВЛ-051-04,1,71 960 руб.,Металлические шкафы,Железная мебель,['69']
Шкаф мебельный ШМ-20,1,4 480 руб.,Металлические шкафы,Железная мебель,['4.8']
Шкаф для одежды ШР-22 L600 Т,1,19 580 руб.,Металлические шкафы,Железная мебель,['41']
Шкаф архивный ШХА-100(40),1,21 590 руб.,Металлические шкафы,Железная мебель,['52']
Шкаф мебельный ШМ-50,1,7 760 руб.,Металлические шкафы,Железная мебель,['12']
Шкаф инструментальный TC-1995-004020,1,37 590 руб.,Металлические шкафы,Железная мебель,['80.7']
Антресоль к шкафу NL-K/400,1,16 700 руб.,Металлические шкафы,Железная мебель,['25']
Ключница КЛ-40П (без пеналов и брелков),1,5 170 руб.,Металлические шкафы,Железная мебель,['8']
Шкаф КД-151-А,1,9 800 руб.,Металлические шкафы,Железная мебель,['14']
Шкаф для одежды ШМ-22(500)П,1,14 540 руб.,Металлические шкафы,Железная мебель,['32.8']
Шкаф для одежды ШРС-11-300,1,7 440 руб.,Металлические шкафы,Железная мебель,['17']
Шкаф для одежды ШМ-22(1000),1,19 650 руб.,Металлические шкафы,Железная мебель,['41']
Антресоль инструментальная TNC 100.S2,1,29 520 руб.,Металлические шкафы,Железная мебель,[]
Ключница КЛ-40 б (с брелками),1,2 530 руб.,Металлические шкафы,Железная мебель,['3']
Шкаф инструментальный TC-1095,1,14 430 руб.,Металлические шкафы,Железная мебель,['33.4']
Шкаф инструментальный TNC 181.14B1.S1,1,146 220 руб.,Металлические шкафы,Железная мебель,[]
Шкаф архивный ШХА/2-850(50),1,11 070 руб.,Металлические шкафы,Железная мебель,['26']
Шкаф архивный ШАМ - 11/920-370,1,13 520 руб.,Металлические шкафы,Железная мебель,['46']
Шкаф инструментальный TNC 180.B5.S1,1,86 620 руб.,Металлические шкафы,Железная мебель,['70.4']
Шкаф инструментальный ИП-1,1,19 530 руб.,Металлические шкафы,Железная мебель,['37']
Шкаф медицинский МСК-645.01 (ШМ-03) металл,1,28 310 руб.,Металлические шкафы,Железная мебель,['41']
Модульный шкаф HARD 2000-062000,1,89 390 руб.,Металлические шкафы,Железная мебель,['105']
Ключница КЛ-50С со стеклянной дверкой (без брелков),1,4 020 руб.,Металлические шкафы,Железная мебель,['5']
Ключница КЛ-340 (без брелков),1,11 610 руб.,Металлические шкафы,Железная мебель,['17']
Абонентский шкаф Практик AMB-140/10,1,14 820 руб.,Металлические шкафы,Железная мебель,['16']
Шкаф для паркинга 1700х1550х900 (односекционный),1,89 800 руб.,Металлические шкафы,Железная мебель,[]
Шкаф мебельный ШМ-23,1,5 670 руб.,Металлические шкафы,Железная мебель,['8.5']
Шкаф для паркинга 2000х4650х600 (трехсекционный),1,235 770 руб.,Металлические шкафы,Железная мебель,[]
Сейф бухгалтерский ШБ-7А,1,25 830 руб.,Металлические шкафы,Железная мебель,['64']
Картотечный шкаф ПРАКТИК А-43,1,17 770 руб.,Металлические шкафы,Железная мебель,['29']
Шкаф инструментальный TNC 181.4B1.2S1,1,82 820 руб.,Металлические шкафы,Железная мебель,[]
Шкаф инструментальный тяжелый AMH TC-005020,1,83 620 руб.,Металлические шкафы,Железная мебель,['136']
Шкаф медицинский HILFE МД 1 1760/SG,1,15 340 руб.,Металлические шкафы,Железная мебель,['35.3']
Ключница К-20 (без брелков),1,1 680 руб.,Металлические шкафы,Железная мебель,[]
Шкаф архивный ШАМ 11-20,1,19 950 руб.,Металлические шкафы,Железная мебель,['54']
Шкаф офисный ШБМ-46ЭК,1,22 850 руб.,Металлические шкафы,Железная мебель,['27']
Ключница КЛ-60 б (с брелками),1,3 150 руб.,Металлические шкафы,Железная мебель,['5']
Шкаф для одежды ШМ-12,1,8 990 руб.,Металлические шкафы,Железная мебель,['18.2']
Шкаф для одежды ШМ-24(400),1,18 500 руб.,Металлические шкафы,Железная мебель,['36.9']
Шкаф для одежды ШР-24 L600,1,14 150 руб.,Металлические шкафы,Железная мебель,['34']
Шкаф для сумок ШРМ-312,1,21 490 руб.,Металлические шкафы,Железная мебель,['55']
Шкаф КБ-032т/КБС-032т,1,17 580 руб.,Металлические шкафы,Железная мебель,['47']
Модуль для сушки обуви Союз-10Н (комплект с подставкой),1,141 060 руб.,Металлические шкафы,Железная мебель,['48.5']
Шкаф для сумок ШМ-М-14 доп.,1,9 690 руб.,Металлические шкафы,Железная мебель,['15.6']
Ключница KEY-1 FIRE,1,1 250 руб.,Металлические шкафы,Железная мебель,['0.9']
Шкаф инструментальный TNC 180.B2.S4,1,64 620 руб.,Металлические шкафы,Железная мебель,['70.4']
Шкаф медицинский 4Hospitals МСК-645.01-11 (ШМ-03),1,43 600 руб.,Металлические шкафы,Железная мебель,['48']
Шкаф сушильный ШСО 2000,1,60 360 руб.,Металлические шкафы,Железная мебель,['53']
Шкаф для раздевалки CL-1,1,10 780 руб.,Металлические шкафы,Железная мебель,['23']
Шкаф для раздевалки ШРМ-11,1,6 210 руб.,Металлические шкафы,Железная мебель,['20']
Шкаф мебельный ШМ-5,1,6 460 руб.,Металлические шкафы,Железная мебель,['12']
Шкаф КБ-021т/КБС-021т,1,12 400 руб.,Металлические шкафы,Железная мебель,['35']
Шкаф для одежды ШРС-11-400 с перегородкой,1,9 310 руб.,Металлические шкафы,Железная мебель,['24']
Ключница КЛ-20С б со стеклянной дверкой (с брелками),1,2 520 руб.,Металлические шкафы,Железная мебель,['3']
Шкаф сушильный ШСО 2000Б,1,61 500 руб.,Металлические шкафы,Железная мебель,['54.2']
Шкаф инструментальный TС 1095-021020,1,28 560 руб.,Металлические шкафы,Железная мебель,['32.7']
Шкаф КБ-023т/КБС-023т,1,15 010 руб.,Металлические шкафы,Железная мебель,['38']
Ключница K-60 (с брелками),1,4 850 руб.,Металлические шкафы,Железная мебель,['4']
Шкаф для одежды ШМ-36(400),1,26 890 руб.,Металлические шкафы,Железная мебель,['51.5']
Шкаф для раздевалки ШРМ-140,1,12 890 руб.,Металлические шкафы,Железная мебель,['18']
Шкаф КБ-06/КБС-06,1,21 610 руб.,Металлические шкафы,Железная мебель,['53']
Шкаф КБ-031ТН/КБС-031ТН,1,14 290 руб.,Металлические шкафы,Железная мебель,['38']
Шкаф ШХА/2-900(40),1,10 360 руб.,Металлические шкафы,Железная мебель,['24']
Шкаф инструментальный TC 1095-100215,1,41 210 руб.,Металлические шкафы,Железная мебель,['32.7']
Шкаф КБ-021Н/КБС-021Н,1,10 670 руб.,Металлические шкафы,Железная мебель,['30']
Шкаф КБ-021ТН/КБС-021ТН,1,11 240 руб.,Металлические шкафы,Железная мебель,['30']
Шкаф для сумок ШРМ-28,1,14 410 руб.,Металлические шкафы,Железная мебель,['42']
Шкаф инструментальный TNC 180.B4.S2,1,79 280 руб.,Металлические шкафы,Железная мебель,['70.4']
Шкаф сушильный RANGER 8,1,146 460 руб.,Металлические шкафы,Железная мебель,['135']
Шкаф WORK ST 5,1,109 770 руб.,Металлические шкафы,Железная мебель,['218']
Шкаф для кабинета врача ШКВ-05,1,40 340 руб.,Металлические шкафы,Железная мебель,[]
Шкаф КБ-02/КБС-02,1,5 860 руб.,Металлические шкафы,Железная мебель,['12']
Абонентский шкаф на 27/2 ячеек,1,114 510 руб.,Металлические шкафы,Железная мебель,[]
Шкаф инструментальный ИП-2/1,1,32 430 руб.,Металлические шкафы,Железная мебель,[]
Шкаф с пластиковыми ящиками С2-90М,1,79 540 руб.,Металлические шкафы,Железная мебель,[]
Шкаф мебельный ШМ-30,1,6 050 руб.,Металлические шкафы,Железная мебель,['9']
Шкаф инструментальный TC 1995-023000,1,28 410 руб.,Металлические шкафы,Железная мебель,['69.94']
Антресоль инструментальная TNC 101.2B.4S,1,46 940 руб.,Металлические шкафы,Железная мебель,[]
Ключница K-40 (с брелками),1,4 650 руб.,Металлические шкафы,Железная мебель,['4']
Шкаф инструментальный TC 1095-001030,1,32 070 руб.,Металлические шкафы,Железная мебель,['32.7']
Ключница КЛ-20 (без брелков),1,1 920 руб.,Металлические шкафы,Железная мебель,['3']
Ключница КЛ-60 (без брелков),1,2 770 руб.,Металлические шкафы,Железная мебель,['4']
Шкаф ПРАКТИК LS-21-80U,1,13 930 руб.,Металлические шкафы,Железная мебель,['38']
Сейф бухгалтерский ШБ-2,1,18 620 руб.,Металлические шкафы,Железная мебель,['45']
Шкаф для раздевалки ШРМ-АК-У,1,10 630 руб.,Металлические шкафы,Железная мебель,['29']
Шкаф ПРАКТИК AM 0891,1,9 870 руб.,Металлические шкафы,Железная мебель,['23.5']
Шкаф для кислородного баллона ШГР 40-2-4(2х40л),1,9 950 руб.,Металлические шкафы,Железная мебель,['21.1']
Шкаф для раздевалки ШРМ-АК/800,1,12 340 руб.,Металлические шкафы,Железная мебель,['43']
Шкаф архивный ШХА-50(50),1,12 860 руб.,Металлические шкафы,Железная мебель,['32']
Шкаф КБ-09/КБС-09,1,15 110 руб.,Металлические шкафы,Железная мебель,['37']
Шкаф инструментальный TNC 181.2B1.2S1,1,69 600 руб.,Металлические шкафы,Железная мебель,[]
Ключница KEY-10 G (с брелками),1,1 700 руб.,Металлические шкафы,Железная мебель,['1.8']
Шкаф инструментальный TC 1095-021010,1,23 200 руб.,Металлические шкафы,Железная мебель,['32.7']
Шкаф инструментальный ИП-2-0.5,1,16 210 руб.,Металлические шкафы,Железная мебель,['33']
Шкаф для паркинга 2300х2500х900 (двухсекционный),1,169 890 руб.,Металлические шкафы,Железная мебель,[]
Шкаф для одежды МД-501.02 (ШМО-МСК),1,14 330 руб.,Металлические шкафы,Железная мебель,['55']
Картотечный шкаф ПРАКТИК AFC-05,1,30 100 руб.,Металлические шкафы,Железная мебель,['59']
Шкаф для паркинга 2000х2150х1200 (односекционный),1,140 680 руб.,Металлические шкафы,Железная мебель,[]
Ключница KEY-400 (с брелками),1,19 610 руб.,Металлические шкафы,Железная мебель,['19']
Шкаф КБ-02Н/КБС-02Н,1,5 410 руб.,Металлические шкафы,Железная мебель,['11']
Шкаф сушильный ШСО-2000Н,1,81 930 руб.,Металлические шкафы,Железная мебель,['50.2']
Шкаф инструментальный тяжелый AMH TC-004000 EL,1,69 500 руб.,Металлические шкафы,Железная мебель,['136']
Шкаф медицинский ШМД-06,1,35 560 руб.,Металлические шкафы,Железная мебель,[]
Шкаф офисный ШБМ-120Э,1,30 770 руб.,Металлические шкафы,Железная мебель,['63']
Шкаф мебельный ШМ-50Э,1,9 760 руб.,Металлические шкафы,Железная мебель,['12']
